number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,title,url
8070,440,4,5,1705.5,1939.5,0.9,128.72,31.42,121.1,72,395,110,138,Scorpio You Won’t Believe What’s About To Change For You! Deep Tarot Reading,https://www.youtube.com/watch?v=Xpcdrbl9qNo
6003,341,4,5,1245.9,1431.2,0.9,127.08,31.27,119.6,71,400,108,135,Virgo This Surprise Changes Your Whole Life! July 2025 Tarot,https://www.youtube.com/watch?v=ri2ZlJJ_Mrk
6981,396,4,5,1454.0,1654.8,0.9,127.36,33.28,119.2,76,399,107,136,Pisces You’re Sitting on Gold! It’s Time to Use It! July 2025 Tarot,https://www.youtube.com/watch?v=rHQOAKBEujw
6278,322,4,5,1345.9,1527.4,0.9,128.95,31.92,121.0,71,411,110,136,Libra This Leap Leads To Abundance! Mid June 2025 Tarot,https://www.youtube.com/watch?v=2UyNpuZD-KA
6600,350,4,5,1359.3,1543.2,0.9,127.55,32.95,119.7,77,392,108,136,Taurus You’re Rapidly Creating a Whole New Reality! Mid July 2025 Tarot,https://www.youtube.com/watch?v=K8DaIFV5AC0
6736,352,4,5,1373.4,1566.5,0.9,131.7,32.32,123.3,71,399,113,141,Gemini This One Decision Locks In Your Next 20 Years! Mid July 2025 Tarot,https://www.youtube.com/watch?v=iczGL3I7iKE
6632,321,4,5,1354.7,1531.4,0.9,127.49,31.83,120.0,72,399,109,135,"Capricorn You're Meant for More, Capricorn! And You Finally See It! Mid July 2025 Tarot",https://www.youtube.com/watch?v=dFbdxVXBHSM
7795,427,4,5,1625.5,1857.8,0.9,130.3,31.59,122.8,71,418,111,140,Virgo Your Greatest Masterpiece! Deep Tarot Reading,https://www.youtube.com/watch?v=0AR-0XYyy8Q
8148,421,4,5,1713.6,1936.7,0.9,126.52,32.22,119.3,72,400,107,135,Pisces The Universe Wants You to WIN! Deep Tarot Reading,https://www.youtube.com/watch?v=jxekVkGhaC8
7831,452,4,5,1626.5,1855.9,0.9,128.55,32.37,120.7,70,390,108,138,Cancer Whoa Cancer! This Bold Move Changes Everything! Deep Tarot Reading,https://www.youtube.com/watch?v=Xy6qCDaLo7o
6919,346,4,5,1413.9,1609.2,0.9,127.39,30.43,120.5,73,399,109,136,Aquarius Breakthrough! You’ll Never See Life The Same! Mid August Tarot,https://www.youtube.com/watch?v=39x7wQtrKLE
6462,383,4,5,1350.0,1566.5,0.9,123.02,30.33,116.7,73,395,105,130,Taurus The Shift That Makes You Impossible To Ignore! Mid August Tarot,https://www.youtube.com/watch?v=WlIR3m4qnZA
7622,397,4,5,1584.9,1792.9,0.9,123.19,32.33,116.3,72,398,103,132,Pisces You Won’t Recognize Yourself By The End of This Month! Mid August Bonus Tarot,https://www.youtube.com/watch?v=wrohUrcc6UQ
6631,379,4,5,1373.2,1586.8,0.9,127.98,33.92,119.8,73,416,107,137,Cancer This Is Bigger Than You Think Cancer! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=62l5kktG-eM
6859,392,4,5,1441.8,1650.4,0.9,123.79,31.15,117.0,74,401,105,131,Pisces You’re Becoming Unstoppable! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=QiZ3KiMIPLo
6651,355,4,5,1364.0,1568.1,0.9,129.35,32.84,121.2,78,413,110,137,Virgo You've Waited For This Virgo! It’s Finally Here! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=auEwbNjj8e8
7083,321,4,5,1445.9,1617.1,0.9,127.96,28.05,121.5,77,398,112,136,Aries The One Everyone Wants… Chooses YOU! Mid August Tarot,https://www.youtube.com/watch?v=H_cvxscdL04
6758,339,4,5,1396.1,1589.2,0.9,126.22,31.03,119.4,71,400,107,135,Capricorn Kick The Door In!  Your Moment Has Arrived! Mid August Tarot,https://www.youtube.com/watch?v=sx2pRMUUtgA
7029,402,4,5,1465.6,1689.4,0.9,125.07,29.92,118.7,71,399,107,133,Gemini Brace Yourself! You're Finally Back Gemini! Mid August Tarot,https://www.youtube.com/watch?v=7hfTnonB4M4
6991,365,4,5,1454.2,1657.7,0.9,124.27,34.87,115.7,78,421,103,132,Pisces You’re Done Struggling! Now Comes The Magic! Rest Of 2025 Tarot,https://www.youtube.com/watch?v=VnuBxF-wRoY
6899,364,4,5,1412.9,1619.9,0.9,126.69,32.29,118.9,78,399,107,135,Virgo I Wouldn't Ignore This If I Were You Virgo! Rest Of 2025 Tarot,https://www.youtube.com/watch?v=C2ExvV03sjY
7468,445,4,5,1548.6,1810.6,0.9,125.65,33.91,117.3,73,397,104,135,Cancer This Risk Feels Wild! But It’s Right! Rest Of 2025 Tarot,https://www.youtube.com/watch?v=IuhU-3FhvFo
6336,339,4,5,1324.7,1510.7,0.9,129.15,31.59,121.7,72,397,110,138,Gemini Your Wildest Idea Might Be Right! July 2025 Tarot,https://www.youtube.com/watch?v=9yfRZX4hSgs
6383,354,4,5,1324.2,1512.6,0.9,128.02,34.17,119.5,72,400,107,137,Cancer Big Surprising Changes In July ! July 2025 Tarot,https://www.youtube.com/watch?v=Yh5UPBtLnzk
6204,347,4,5,1313.7,1504.7,0.9,127.17,31.95,119.9,73,418,108,135,Scorpio Shocking Possibilities This Month! July 2025 Tarot,https://www.youtube.com/watch?v=mdMHJpnRsu0
7650,424,4,5,1600.0,1832.7,0.9,131.65,31.55,123.5,74,398,113,141,Capricorn It's Finally Happening! Time To Win! Deep Tarot Reading,https://www.youtube.com/watch?v=-bvPP080Tyo
7547,409,4,5,1600.9,1823.5,0.9,128.08,31.48,120.5,77,399,109,137,Aquarius Chills! Its Your Time To Shine! Deep Tarot Reading,https://www.youtube.com/watch?v=LmJOx1eP-r8
7685,403,4,5,1613.1,1833.2,0.9,129.46,31.64,121.8,74,423,111,138,Sagittarius Finally Your Turn! The End Of A Tough Era! Deep Tarot Reading,https://www.youtube.com/watch?v=w-xNeJKXO1U
7847,404,4,5,1655.3,1867.7,0.9,124.08,31.09,117.2,73,398,105,132,Libra Wow Libra You're Just Getting Started! Deep Tarot Reading,https://www.youtube.com/watch?v=-OtvEn32B9c
7846,436,4,5,1648.1,1886.0,0.9,127.74,31.65,120.4,72,406,109,136,Leo The Life You’ve Only Imagined Is Ready to Manifest! Deep Tarot Reading,https://www.youtube.com/watch?v=7q6qTA9-vWE
7500,400,4,5,1576.9,1789.1,0.9,125.84,31.02,118.8,78,406,107,134,Aries You’ve Earned Every Bit of This! Deep Tarot Reading,https://www.youtube.com/watch?v=shrUo4Jb4YY
6361,356,4,5,1319.7,1510.4,0.9,127.0,32.81,119.2,75,398,107,135,"Aries This Isn’t a Fantasy Anymore, Aries It’s Finally Real! July - September Tarot 2025",https://www.youtube.com/watch?v=b-TXdhZAO5A
6471,385,4,5,1349.9,1551.6,0.9,121.86,32.71,114.7,77,419,102,130,Pisces This Love Hits Different!  Because You’re Finally Ready! July Bonus Tarot,https://www.youtube.com/watch?v=-5NTLcfQ_ig
6316,362,4,5,1305.4,1503.6,0.9,128.1,32.02,120.5,73,410,109,137,Leo Extremely Abundant Opportunity! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=zBzxlPREyCE
6149,352,4,5,1296.6,1494.7,0.9,123.61,32.42,116.2,77,395,103,132,Aries This New Chapter Changes EVERYTHING! July 2025 Tarot,https://www.youtube.com/watch?v=YMYwGamL0cU
6615,350,4,5,1370.6,1560.5,0.9,126.08,33.2,118.5,71,407,106,134,Cancer I Must Prepare You For This Moment Cancer! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=ndyhmUd82Kc
6596,367,4,5,1345.9,1550.0,0.9,126.79,31.36,119.7,76,399,108,135,Scorpio Your Breakthrough Is Here! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=qpc3_oAHW0I
6583,331,4,5,1380.9,1559.1,0.9,128.08,33.57,119.8,71,420,108,136,Libra A Risk That Changes Your Life Forever! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=BE1Hxbbpm9Y
6478,359,4,5,1360.9,1556.1,0.9,129.27,32.93,120.8,77,419,109,137,Aries This Is No Coincidence It’s Your Time! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=fjd_uScx6Do
6438,357,4,5,1341.8,1538.2,0.9,129.12,32.18,121.3,76,402,110,137,Leo Wow! You’re So Close… Just Say Yes! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=7IKYIjA9EJA
6720,352,4,5,1381.6,1567.9,0.9,125.16,32.61,117.8,71,393,105,133,Cancer Time To Claim What’s Already Yours! Mid July 2025 Tarot,https://www.youtube.com/watch?v=l_uczGzmJt4
6777,333,4,5,1355.4,1531.8,0.9,128.32,32.94,120.2,75,392,109,137,Scorpio This Risk Rewrites Your Story! Mid July 2025 Tarot,https://www.youtube.com/watch?v=yKREH630nJI
7515,434,4,5,1562.1,1788.0,0.9,122.51,32.25,115.9,74,416,102,131,Pisces You’re Standing On The Edge! Mid July 2025 Tarot,https://www.youtube.com/watch?v=ne5PLFf3AWA
6880,407,4,5,1433.5,1656.8,0.9,127.89,31.48,120.5,77,397,109,136,Gemini You’re About to Be Rewarded! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=_l2KKd8ZK0Q
7045,409,4,5,1448.7,1673.6,0.9,125.54,32.45,118.1,78,399,105,134,Capricorn This Victory Will Shock You Capricorn! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=gIZYJmQpvzA
6503,350,4,5,1357.1,1550.3,0.9,124.53,33.49,117.0,77,416,104,132,Taurus You’re About to Receive Something Big! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=2lVBdAG2dSY
6426,296,4,5,1353.9,1516.4,0.9,129.42,31.5,121.9,71,391,110,139,Aquarius This Isn’t a Fantasy Anymore! July 2025 Tarot,https://www.youtube.com/watch?v=1Ihxlgp0uqU
6426,336,4,5,1312.3,1494.8,0.9,130.55,32.29,122.4,75,398,111,140,Capricorn No More Waiting. It’s Time to Choose! July 2025 Tarot,https://www.youtube.com/watch?v=nVY-kaBJcTk
6250,382,4,5,1313.3,1519.6,0.9,130.31,31.7,122.6,75,418,112,139,Taurus You’ve Waited Long Enough! Your Time Is Now Taurus! July 2025 Tarot,https://www.youtube.com/watch?v=fx5Njogohbc
6789,360,4,5,1397.0,1596.6,0.9,126.46,33.13,118.8,78,400,106,134,Pisces This Isn’t Random!  You’re Being Proven Right! July 14th - 20th Tarot,https://www.youtube.com/watch?v=Yq2l6-bOzsc
6332,335,4,5,1305.7,1486.9,0.9,127.97,31.56,120.4,70,412,109,136,Scorpio Everything You’ve Been Building Is About To Pay Off! July 14th - 20th Tarot,https://www.youtube.com/watch?v=ZVFKIXJ4VWQ
6772,303,4,5,1381.3,1535.8,0.9,129.23,31.79,121.2,73,400,111,137,Virgo Sudden Realization Changes Everything! Mid July 2025 Tarot,https://www.youtube.com/watch?v=inj4nea8Xr8
6217,315,4,5,1271.3,1444.5,0.9,127.14,31.82,119.5,71,405,108,135,Sagittarius You Are Getting Very Serious About Your Destiny! July - September Tarot 2025,https://www.youtube.com/watch?v=pnMqcXCaKvw
6301,363,4,5,1314.6,1533.2,0.9,126.18,31.29,119.4,72,397,107,134,Aquarius It’s Finally! Big Changes This Summer! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=ZbXDdziguIw
7053,370,4,5,1456.1,1658.6,0.9,126.7,33.03,119.0,72,393,107,135,Libra Happening Fast! 10 Years Of Progress All At Once! Next 3 Months July - September Tarot 2025,https://www.youtube.com/watch?v=K4hu-9siH64
7226,373,4,5,1486.4,1692.6,0.9,123.38,32.41,116.4,73,400,103,132,Leo Chills! Everything Finally Falls Into Place! Mid August Tarot,https://www.youtube.com/watch?v=U9uRzRAeLlY
6690,345,4,5,1401.7,1590.4,0.9,122.2,30.72,115.6,71,396,104,129,Sagittarius Major Breakthrough! This Momentum Changes Everything! Mid August Tarot,https://www.youtube.com/watch?v=IvOul0QlhKY
6934,349,4,5,1449.0,1644.6,0.9,125.76,28.45,119.6,78,400,109,133,Libra Destiny! You’re Meant To Be In The Spotlight! Mid August Tarot,https://www.youtube.com/watch?v=Ua4UuBbr1hg
6322,327,4,5,1339.4,1519.1,0.9,124.67,31.49,117.4,71,400,106,132,Aquarius This Turnaround Changes Everything! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=I6di8-DgZTw
6691,337,4,5,1416.9,1605.5,0.9,123.71,31.54,116.9,72,410,105,131,Taurus This Can't Be Ignored! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=iV3E6dxrNfU
6550,347,4,5,1393.2,1580.8,0.9,126.43,30.2,119.7,72,398,108,134,Gemini You’re Finally Seeing Why It Was ALL Worth It! August 2025 Bonus Tarot,https://www.youtube.com/watch?v=Jfz8HFixe70
